created_at,screen_name,id,text,contributors,is quote,in reply to,in reply to id,favorited,favorite count,retweet count
2017-09-02T22:01:18,JBuggarauf,904101955189915648,"RT @GScottTaylor: @MichaelSkolnik And you found people polite, friendly and tolerant of your right to express.your views.  Try a Trump shir…",,False,,,False,0,407
2017-09-02T22:05:03,JBuggarauf,904102899306790916,@ThisGroovyMama @GScottTaylor @MichaelSkolnik Right - My neighbor has his back window bashed in and his MAGA hat on… https://t.co/aemUNYtd84,,False,ThisGroovyMama,823320945913802753,False,3,0
2017-09-03T05:59:40,JBuggarauf,904222339641991168,@DestructiveChem @undertoad80 @wcrego @billhrsn @KurtSchlichter @JayCaruso Nobody is trying to change your mind - t… https://t.co/P6GqQernTk,,False,DestructiveChem,4161633555,False,0,0
2017-09-03T06:04:33,JBuggarauf,904223571525779456,"@seymourbutz12 Enjoy both, before they figure out Arlington was Gen Lee's home, and several Marines in the Iwo Jima… https://t.co/Q7VBDIIZQT",,False,seymourbutz12,4735176079,False,1,0
2017-09-03T06:14:11,JBuggarauf,904225994910736386,@johncardillo The gang population in California just quadrupled over night..,,False,johncardillo,27995424,False,0,0
2017-09-03T15:45:05,GiftofSage,904369666721767424,The Left #MSM has been calling anything they can terrorism and finally got to call a white supremacist a terrorist without thinking. #AMJoy,,False,,,False,0,0
2017-09-03T15:45:59,GiftofSage,904369894082437121,"It like now that the president really sympathizes with terrorism, even the Left has gone soft. But it's because they think he can't win.",,False,,,False,0,0
2017-09-03T15:47:13,GiftofSage,904370202275717123,"The Left loses when they think their opponent can't win. #AMJoy 
I think he can win b/c people don't see he blamed the population for terror",,False,,,False,0,0
2017-09-03T15:49:07,GiftofSage,904370682221518848,He blamed everyone for terror b/c terror is really about everyone. The WS wanted #blameonbothsides to their strategy of taking to mainstream,,False,,,False,0,0
2017-09-03T16:01:43,GiftofSage,904373850523262977,@FilmFatale_NYC Fallacy,,False,FilmFatale_NYC,37340424,False,0,0
2017-09-03T16:28:28,JBuggarauf,904380586181005312,"On just the Q's and As in that video, Comey should have been fired, if not prosecuted. W/earlier draft of exonerati… https://t.co/geY7BkG66C",,True,,,False,0,0
2017-09-03T16:35:32,JBuggarauf,904382364142288897,You think I'm pulling that cat into *my* rescue boat? Not on your life or its.. https://t.co/plqHAMW5OY,,True,,,False,0,0
2017-09-03T16:41:15,GiftofSage,904383801098469377,@HallieJackson @POTUS He's waiting for them to hit land. He knows they're bluffing. They're blu,,False,HallieJackson,37590426,False,0,0
2017-09-03T16:44:32,JBuggarauf,904384628030447616,"@DineshDSouza @IngrahamAngle @nytimes @DouthatNYT Wow, @DouthatNYT's  nose up someones ass while sucking away too i… https://t.co/91iUFcEHF4",,False,DineshDSouza,91882544,False,0,0
2017-09-03T16:45:16,GiftofSage,904384812038983680,@vicenews They can't label Antifa a gang. It's a non organization with decades of history and no individual joined… https://t.co/HbU6N8vEAw,,False,vicenews,1630896181,False,0,0
2017-09-03T16:45:55,GiftofSage,904384976493346816,"@vicenews It's not classified a ""group"" legally. There's nothing tying them together. They have no rules about behavior or intimidation.",,False,vicenews,1630896181,False,0,0
2017-09-03T16:46:40,GiftofSage,904385163550969856,"@vicenews For them to be a gang, there has to be protocol among group members, but Antifa are really just an open b… https://t.co/hOd1Y8bha0",,False,vicenews,1630896181,False,0,0
2017-09-03T16:47:29,GiftofSage,904385371093524480,@vicenews The A's have been outsmarting law enforcement and conservatives for a shitload longer than they've had th… https://t.co/VQuMMH76f4,,False,vicenews,1630896181,False,0,0
2017-09-03T16:49:20,GiftofSage,904385835692380160,"@vicenews The thing is, there's no reason you can't be Antifa and not hit someone until they hit you. Otherwise, th… https://t.co/p24kzYDKtP",,False,vicenews,1630896181,False,0,0
2017-09-03T16:52:33,GiftofSage,904386646250053632,"@vicenews because they allow people to participate but not as an actual group that you have to hit people to be involved with, a ""gang"".",,False,GiftofSage,983294221,False,0,0
2017-09-03T16:52:58,JBuggarauf,904386751694741504,I wonder if there will be any Presidential popularity polls published in the next week? https://t.co/LRK71jAyFb,,True,,,False,0,0
2017-09-03T16:59:48,GiftofSage,904388470570971136,THIS makes sense https://t.co/QQ65RK18rW,,True,,,False,0,0
2017-09-03T17:00:34,JBuggarauf,904388663127060484,@judalon_harris @vicenews Question from 1963..,,False,judalon_harris,369231528,False,0,1
2017-09-03T17:01:31,JBuggarauf,904388901724291072,"@GaddyTam12ge @vicenews @brettly4967 I don't care what you say, but put down the club or I'll shoot your ass.",,False,GaddyTam12ge,2574837761,False,0,0
2017-09-03T17:02:02,JBuggarauf,904389032288731136,"@GiftofSage @vicenews Free range targets of opportunity, in other words..",,False,GiftofSage,983294221,False,0,0
2017-09-03T17:02:40,JBuggarauf,904389192242814976,"@GiftofSage @vicenews Then nobody should care if the not-a-real-group gets shot at, right?",,False,GiftofSage,983294221,False,0,0
2017-09-03T17:06:10,JBuggarauf,904390070815268864,"@GiftofSage @vicenews Your ""they allow people to participate"" statement betrays your claim of not being a group or… https://t.co/VRxJSqXU7w",,False,GiftofSage,983294221,False,0,0
2017-09-03T17:10:54,JBuggarauf,904391262056267776,"@Annawoo18327628 @CebuSalute To live a blissful life, you must lose your concern of being wrong.",,False,Annawoo18327628,876154627460386817,False,1,0
2017-09-03T17:14:15,JBuggarauf,904392104058675200,@Annawoo18327628 @CebuSalute ..but digitally mastering your first rock album is totally awesome.,,False,Annawoo18327628,876154627460386817,False,1,0
2017-09-03T17:26:53,JBuggarauf,904395285178155008,@nontolerantman Accuse me of being racist often enough and at some point I likely WILL go all racist on your ass.,,False,nontolerantman,3307670633,False,0,0
2017-09-03T17:28:43,JBuggarauf,904395747281444864,"@instapundit Not me, it's obviously bunk shit..",,False,instapundit,727472528,False,0,0
2017-09-03T17:36:22,GiftofSage,904397671619842048,Bring it. We have guns too. https://t.co/Ub7zElMznw,,True,,,False,0,0
2017-09-03T17:36:41,GiftofSage,904397752708235265,"You will be killed back next time, terrorist. https://t.co/5VkzXie0bB",,True,,,False,0,0
2017-09-03T17:39:57,GiftofSage,904398572589862912,"No it doesn't. A gang has specific protocol and expectations of members, reasons they are called a ""gang"". No one i… https://t.co/350puVl7xl",,True,,,False,0,0
2017-09-03T17:40:44,GiftofSage,904398769139146752,"They allow open participation. That's the literal opposite of a ""gang"". You will be shot at for shooting at us. Don… https://t.co/K6oPvVt6pk",,True,,,False,0,0
2017-09-03T17:47:20,GiftofSage,904400431522213888,@ImaCultClassic @RichardBSpencer @Gavin_McInnes Yeah. He forgot about symmetry. https://t.co/8pVDRvVToH,,False,ImaCultClassic,35983311,False,0,0
2017-09-03T18:00:27,JBuggarauf,904403733328535552,"@GiftofSage Once you use the words ""they allow"" you are talking about a group. Period. You contradict yourself with ignorance.",,False,GiftofSage,983294221,False,0,0
2017-09-03T18:02:33,JBuggarauf,904404262033154048,"@GiftofSage Not terrorist, US Marine.. and professionals have tried to kill me and failed. Spoiled violent children are no contest.",,False,GiftofSage,983294221,False,0,0
2017-09-03T18:04:07,JBuggarauf,904404655706222592,@GiftofSage Do you know how to use them accurately and with tactical precision? You're getting all blustery with a… https://t.co/NGNSJuauN6,,False,GiftofSage,983294221,False,0,0
2017-09-03T18:06:07,JBuggarauf,904405159136043008,"@GiftofSage BY the way, if it were to come to that, I don't ""shoot at"" people, I just shoot people and they don't s… https://t.co/9iQeyFbZr2",,False,GiftofSage,983294221,False,0,0
2017-09-03T18:38:46,GiftofSage,904413373575700481,@realDonaldTrump said any of you are to blame for getting hit with terrorism if you associate with Antifa @FoxNews #b,,False,realDonaldTrump,25073877,False,0,0
2017-09-03T18:39:04,GiftofSage,904413451832799232,@realDonaldTrump @FoxNews #blameonbothsides,,False,GiftofSage,983294221,False,0,0
2017-09-03T18:40:06,GiftofSage,904413708943798272,You will be shot without warning to you before you can shoot anyone. I'll do it myself if I have to. Bring it RVA. https://t.co/qec6kccXvW,,True,,,False,0,0
2017-09-03T18:41:22,GiftofSage,904414030370045953,I'll kill you. You are nothing. Marines aren't immune to terrorism. You're a fucking terrorist. https://t.co/clTpLa8upt,,True,,,False,0,0
2017-09-03T18:42:37,GiftofSage,904414344930353153,You are a fucking terrorist. Marines aren't immune. You just told me we were targets and should be shot for protest… https://t.co/TohIaj3GF4,,True,,,False,0,0
2017-09-03T18:43:53,GiftofSage,904414663777148928,Keep saying you are allowed to kill protesters and you can't be a terrorist for it because you're a non state actor… https://t.co/j4cu9po8dq,,True,,,False,0,0
2017-09-03T19:01:43,GiftofSage,904419149807570945,"So, @JBuggarauf thinks he can 1) hide tweets from being downloaded and 2) that being a conservative means he's immune to terrorism.",,False,,,False,0,0
2017-09-03T19:03:41,GiftofSage,904419644680921090,@AnnCoulter @realDonaldTrump You missed out on former Marine terrorist in my mentions a few secs ago. Enjoy as much… https://t.co/9MAAgGNF1S,,False,AnnCoulter,196168350,False,0,0
2017-09-03T19:09:48,GiftofSage,904421183189389322,@AkiPeritz @kkeelingjohnson He said all with any not all with all.,,False,AkiPeritz,320789928,False,0,0
2017-09-03T20:13:54,GiftofSage,904437316147695616,"@JoyAnnReid Hey, a former Marine is threatening to shoot Antifa directly on @Twitter. I just reported his ass to the FEDS. @JBuggarauf",,False,JoyAnnReid,49698134,False,0,0
2017-09-03T20:18:26,GiftofSage,904438456721559553,@FoxNews @JudgeJeanine Yes. And he also needs to tell the general population the @POTUS doesn't know what terrorism… https://t.co/PrIEW80Jws,,False,FoxNews,1367531,False,0,0
2017-09-03T20:20:28,GiftofSage,904438970033065984,@radicalhearts Yep.,,False,radicalhearts,22101273,False,0,0
2017-09-03T22:20:20,GiftofSage,904469136079814656,"@FoxNews @robertjeffress @realDonaldTrump DT just reserves the right to blame anyone but the actor for terrorism, h… https://t.co/SbnyE6IDLg",,False,FoxNews,1367531,False,0,0
2017-09-03T22:57:40,GiftofSage,904478527730409473,"@FoxNews @adrienneelrod I think he's keeping it, might modify it #DACA.",,False,FoxNews,1367531,False,0,0
2017-09-03T23:40:15,GiftofSage,904489247301918720,"@FoxNews The A's probably wouldn't involve the cops even with a Klan incident, so how are they not ""tolerant""? They refuse to kill now too.",,False,FoxNews,1367531,False,0,0
2017-09-03T23:54:36,GiftofSage,904492857410678784,This was some very inopportune Nazi Sympathy for @FoxNews but they could have vied for be,,False,,,False,0,0
2017-09-03T23:55:42,GiftofSage,904493136122085376,My hands keep micro jumping around on my keyboard and I'm making Tweet errors. Sometimes my hands are uncontrollable. At keyboard it's fast.,,False,,,False,0,0
2017-09-03T23:56:05,GiftofSage,904493231974617088,It's like my hands are fucking up my tweets on purpose.,,False,,,False,0,0
2017-09-04T01:12:45,GiftofSage,904512523545825280,"I was wrong about this, but they might try to replace it or they have to own up to the fact that they want a mass d… https://t.co/5xnNNRvIUr",,True,,,False,0,0
2017-09-04T01:18:44,GiftofSage,904514031859486720,@charliekirk11 I saw almost nothing but footage of Trump getting mad respect from black people. Seriously. On… https://t.co/BPvIgjd3UI,,False,charliekirk11,292929271,False,0,0
2017-09-04T01:20:28,GiftofSage,904514467857395712,@TheRickWilson What did that say? Did you see the Marine @JBuggarauf who made death threats at me today? Download t… https://t.co/I044FhcCwA,,False,TheRickWilson,19084896,False,0,0
2017-09-04T01:22:05,GiftofSage,904514873635328000,"@NYCAntifa There's a guy threatening to shoot at Antifa seriously. I actually did report it, it was an illegal threat @JBuggarauf",,False,NYCAntifa,2367611173,False,0,0
2017-09-04T01:23:41,GiftofSage,904515273876803584,"@NYCAntifa I know involving cops and F.B.I. isn't cool, but I'll report anyone on here who is literally threatening to shoot us to the F.B.I",,False,NYCAntifa,2367611173,False,0,0
2017-09-04T01:25:52,GiftofSage,904515823720681476,@BryanDawsonUSA They might try to push something through Congress. Paul Ryan could lead that.,,False,BryanDawsonUSA,997682274,False,0,0
2017-09-04T01:35:38,GiftofSage,904518282627223553,Where has the #MSM been? https://t.co/jK71FNXQa4,,True,,,False,0,0
2017-09-04T02:17:03,GiftofSage,904528706856767490,@JoyAnnReid Please stop saying the popular vote matters with the EC in place. It doesn't matter.,,False,JoyAnnReid,49698134,False,0,0
2017-09-04T03:07:02,GiftofSage,904541283263361025,"@SarahKSilverman Uh, I don't think that happened. I think his dad was really racist, and Trump won't let himself hate his father.",,False,SarahKSilverman,30364057,False,0,0
2017-09-04T17:33:42,GiftofSage,904759386593210368,"https://t.co/pYr9alRTu3

Ya'll I'm in love with a prey mode pit mix that can't be around other animals at all and has bitten people in way.",,False,,,False,0,0
2017-09-04T17:38:41,GiftofSage,904760640589455362,@KatiePavlich Not true. But you are often misleading with legal facts.,,False,KatiePavlich,48459553,False,0,0
2017-09-04T17:42:35,GiftofSage,904761624862625793,This is still one of my least favorite people in arguments. Vote what? For your ambiguous mass deportation fetish?… https://t.co/W52P3jTCtJ,,True,,,False,0,0
2017-09-04T17:46:55,GiftofSage,904762713271930880,and she sheds like CRAZY,,False,GiftofSage,983294221,False,0,0
2017-09-04T19:47:03,JBuggarauf,904792945815019520,"@MZHemingway A nurse tells the cops she has to follow the law &amp; gets arrested - BIG NEWS. 
Top Cop told to ignore t… https://t.co/1bPT9sXO1P",,False,MZHemingway,18005085,False,0,0
2017-09-04T19:49:42,JBuggarauf,904793613082648577,@JackPosobiec @sandboxvet1 You don't have to mirandize illegal aliens when they are not being detained.,,False,JackPosobiec,592730371,False,1,0
2017-09-04T19:51:31,JBuggarauf,904794070064611328,@MZHemingway The trees are underrepresented in the forest.,,False,MZHemingway,18005085,False,0,0
2017-09-04T19:55:38,JBuggarauf,904795108477853697,"@jamestaranto Two bottles of a cheap Rose' before dinner and you can knock that out before the salad is served, James.",,False,jamestaranto,53606937,False,0,0
2017-09-04T19:59:25,JBuggarauf,904796059427258368,@KurtSchlichter From Cherokee Sun Worshiper to Born Again Christian in just one election cycle. The Lord works in mysterious ways.,,False,KurtSchlichter,18089606,False,0,0
2017-09-04T20:08:27,JBuggarauf,904798333549502464,"@GiftofSage @NYCAntifa Self Defense is not a threat, it's a right.",,False,GiftofSage,983294221,False,0,0
2017-09-04T20:09:51,JBuggarauf,904798684440780800,"@GiftofSage @TheRickWilson You said Bring it! So Stand Up, snowflake.",,False,GiftofSage,983294221,False,0,0
2017-09-04T20:10:33,JBuggarauf,904798859225817089,"@GiftofSage @JoyAnnReid @Twitter They're laughing at you, twinkle-toes..",,False,GiftofSage,983294221,False,0,0
2017-09-04T20:12:38,JBuggarauf,904799386013540352,"@GiftofSage Nothing hidden, nothing to hide. If you can't figure out how to download, contact Twitter for assistance, fool.",,False,GiftofSage,983294221,False,0,0
2017-09-04T20:15:05,JBuggarauf,904800003436056576,@GiftofSage Put down the club and you have nothing to worry about. I'll defend your right. Pick up the club &amp; you'l… https://t.co/BdSrKSwume,,False,GiftofSage,983294221,False,0,0
2017-09-04T20:16:21,JBuggarauf,904800320852819969,"@GiftofSage Are my words scaring you yet? (ohh.. I see your undies are all in a knot..)
Are you enjoying this as much as I am?",,False,GiftofSage,983294221,False,0,0
2017-09-04T20:17:14,JBuggarauf,904800542647492608,@GiftofSage I can be - it's all up to you. I'm either your best friend or worst enemy - it's your choice which.,,False,GiftofSage,983294221,False,0,0
2017-09-04T20:18:39,JBuggarauf,904800899263905792,"@GiftofSage You'd never even see me, turd. You'd just drop like a wet sack of shit.",,False,GiftofSage,983294221,False,0,0
2017-09-04T20:21:00,JBuggarauf,904801489243095040,"@GiftofSage I'm not the one roaming the streets with bats, clubs, crowbars and makeshift flame-throwers, I'm just w… https://t.co/uupUBuazC5",,False,GiftofSage,983294221,False,0,0
2017-09-04T20:22:07,JBuggarauf,904801773457522688,@A1RGUNNER And stilettos..,,False,A1RGUNNER,121171042,False,1,0
2017-09-04T20:23:13,JBuggarauf,904802046800363520,"@GiftofSage @NYCAntifa No, that was a legal threat. Go violent, I respond way out of proportion to the offense.",,False,GiftofSage,983294221,False,0,0
2017-09-04T20:29:37,JBuggarauf,904803661087248384,@taotao_salupa5 @2009superglide @Nanabozoh @J4W4_ @armyjon @darthodius @TMM2_12 Berthod Pass - coldest I've ever be… https://t.co/3WwnpHQUvC,,False,taotao_salupa5,3224894161,False,0,0
2017-09-04T20:33:35,JBuggarauf,904804659172229121,@Nanabozoh @taotao_salupa5 @armyjon @2009superglide @J4W4_ @darthodius @TMM2_12 @JBLaudio Blew trans in '95 Park Av… https://t.co/Zhd1o9mMIo,,False,Nanabozoh,607516999,False,0,0
2017-09-04T20:34:33,JBuggarauf,904804901833687040,"@Nanabozoh @taotao_salupa5 @armyjon @2009superglide @J4W4_ @darthodius @TMM2_12 @JBLaudio Had my own squeeze w/me &lt;puffs, packs, passes&gt;",,False,JBuggarauf,879898081273159680,False,0,0
2017-09-04T20:37:56,JBuggarauf,904805751054516224,@DRUDGE_REPORT ..'cept they were aiming for the helmet.,,False,DRUDGE_REPORT,14669951,False,0,0
2017-09-04T20:40:15,JBuggarauf,904806333345546240,@gabrielmalor @MZHemingway The Gov does the bait/switch thing all the time - but since those are citizens that's OK.,,False,gabrielmalor,24212955,False,0,0
2017-09-04T20:42:43,JBuggarauf,904806956627398656,@RedNationRising @rains6944 White Privilege!!!,,False,RedNationRising,940368062,False,0,0
2017-09-04T20:47:38,JBuggarauf,904808193255104512,@joseiswriting Thank you for your contribution. Now go home and do it right.,,False,joseiswriting,15956067,False,0,0
2017-09-04T20:53:43,JBuggarauf,904809726268936192,"@Patriot_Hawk I nominate that for the ""Didn't Age Well"" Hall of Fame.",,False,Patriot_Hawk,846416484394024965,False,0,0
2017-09-04T21:01:29,JBuggarauf,904811679824805889,I'm old enough to remember that time... back before 1964 it was the Democrats who were the racists. https://t.co/KRKrLimJOb,,True,,,False,0,0
2017-09-04T21:04:18,JBuggarauf,904812386263040000,"@NewtTrump @rains6944 Oh, yes they'll vote. ..in the primaries.",,False,NewtTrump,313024334,False,1,0
2017-09-04T21:04:29,JBuggarauf,904812433994170368,"RT @FrebergK: @Merc4hire63 @Lrihendry No surprise here, but it goes to show the sickness thats in America. Obama was the disease along with…",,False,,,False,0,6
2017-09-04T21:07:00,JBuggarauf,904813067325685762,@tim_cook That's 250 citizens displaced. Thanks Tim.,,False,tim_cook,1636590253,False,0,0
2017-09-04T21:08:09,JBuggarauf,904813354664968192,"@JassiSikand @jthompsonic @tim_cook Parent robs bank, gives money to kids. Parent busted. Kids punished by taking the money away. Got it...",,False,JassiSikand,400948630,False,1,0
2017-09-04T21:13:58,JBuggarauf,904814820372779008,"@sergiot213 @BurritoSuperman @TheChrisSuprun @tim_cook @charles_gaba 653,416 people naturalized in 2014 (95% of app… https://t.co/4uUkeBBc1R",,False,sergiot213,515892159,False,1,0
2017-09-04T21:14:53,JBuggarauf,904815049465663488,"RT @Trump45_USA1st: Please stay out. U hate this country. U hate our President. And U obviously hate the people in our country. So, whereve…",,True,,,False,0,250
2017-09-04T21:17:12,JBuggarauf,904815634009034753,"@GiftofSage @NYCAntifa And beyond just a right, it's a certainty.",,False,JBuggarauf,879898081273159680,False,0,0
2017-09-04T21:25:35,JBuggarauf,904817745857880065,RT @bfraser747: If Mexico requires tamper proof identification to vote. Shouldn't all states in USA require valid ID to vote?  Retweet if y…,,False,,,False,0,7803
2017-09-04T21:26:25,JBuggarauf,904817954075713536,@KimDotcom @rains6944 They'll have a choice - they solve it or we solve it.,,False,KimDotcom,611986351,False,1,0
2017-09-04T21:28:15,JBuggarauf,904818413641416704,"RT @FreedomChild3: #EndDACA 
#VetsBeforeIllegals
We Need To Care For Our Own First- Many Homeless Vets that have Fought For Our Freedom-
Ti…",,False,,,False,0,1033
2017-09-04T21:33:33,JBuggarauf,904819748424134656,@mitchellvii @rains6944 Who is still reading google news?,,False,mitchellvii,17980523,False,1,0
2017-09-04T21:36:02,JBuggarauf,904820371962060801,"Thank God she wasn't wearing stilettos, the press would go crazy.. https://t.co/rrGZvMTJZw",,True,,,False,0,0
2017-09-04T21:38:28,JBuggarauf,904820985437708288,"@GordonPress There would be no teacher shortage or ""over-capacity"" classes..",,False,GordonPress,16389986,False,1,0
2017-09-04T21:42:18,JBuggarauf,904821949859119104,"@LionelMedia @rains6944 @YouTube Damn, Uncle got drunk, forgot to take his meds, and found the video equipment again..",,False,LionelMedia,24787367,False,1,0
2017-09-04T21:43:26,JBuggarauf,904822236158222336,@RedNationRising @JimW_in_NM God gave her a great voice to compensate for not giving her a brain.,,False,RedNationRising,940368062,False,1,0
2017-09-04T21:45:07,JBuggarauf,904822658835005440,"Ask me in 2020..  I don't know what situation I'm going to be dealing with tomorrow, much less in 3 years.. https://t.co/sEoaTABAGD",,True,,,False,0,0
2017-09-04T21:48:45,JBuggarauf,904823574573105152,@sccduck @KimDotcom @rains6944 There's no way I'm publishing that information - I'm not Obama and you don't have a… https://t.co/a9f9f9xmLZ,,False,sccduck,292487680,False,0,0
2017-09-04T21:52:58,JBuggarauf,904824636914884610,@Soldier1eaODGrn @StrongbowEntLlc What are you gonna do to her? She already has a brain tumor and can't think strai… https://t.co/Wrs6IhLfZr,,False,Soldier1eaODGrn,84371179,False,0,0
2017-09-04T21:55:00,GiftofSage,904825148502671360,"Ok. Can you keep tweeting me these ""fair warnings""? https://t.co/nFnqVR47dO",,True,,,False,0,0
2017-09-04T21:56:23,JBuggarauf,904825492989124608,"@Wishful_wink Me too, but it's 20 years too late now.",,False,Wishful_wink,1111832047,False,1,0
2017-09-04T21:56:37,GiftofSage,904825552024076288,"@JBuggarauf @TheRickWilson Hey, @TheRickWilson This is the guy I reported to the F.B.I. and he just threatened me A… https://t.co/vIiK4BkCUq",,False,JBuggarauf,879898081273159680,False,0,0
2017-09-04T22:00:41,GiftofSage,904826575241261056,"So, you are jerking off to making death threats that have the F.B.I.'s attention? https://t.co/TVoOwFru6k",,True,,,False,0,0
2017-09-04T22:00:46,JBuggarauf,904826597672271872,"@johnnyola29 I know Jim, quintessential Marine. Nicest guy in the world &amp; best friend, or biggest bastard in the wo… https://t.co/rBMVI5xaxj",,False,johnnyola29,841083815716106241,False,0,0
2017-09-04T22:01:45,GiftofSage,904826846461796352,You're saying you will or won't shoot someone? Because you already said in an illegal threat that you will shoot pe… https://t.co/agsp8rFy6s,,True,,,False,0,0
2017-09-04T22:02:38,GiftofSage,904827067681923074,"@JBuggarauf @NYCAntifa No, that's what WE said. You said at least twice - put down the clubs or I'll shoot you.",,False,JBuggarauf,879898081273159680,False,0,0
2017-09-04T22:03:29,GiftofSage,904827283457933313,"@JBuggarauf @NYCAntifa Look, being a Marine doesn't mean you even know what terror is. So, I suggest you shut the f… https://t.co/gBugu3vEJw",,False,JBuggarauf,879898081273159680,False,0,0
2017-09-04T22:04:30,GiftofSage,904827536210788353,@JBuggarauf @NYCAntifa I'm being totally fucking serious. You have made three attempts of actual violent intimidati… https://t.co/P01kZm7uJC,,False,JBuggarauf,879898081273159680,False,0,0
2017-09-04T22:04:39,JBuggarauf,904827574521536513,@GiftofSage Projection much?,,False,GiftofSage,983294221,False,0,0
